No  tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant llicència de conducció. ;2.1 ; ;650;325; 
No tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant permís de conducció de la classe AM. ;2.1 ; ;1000;500; 
No tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant permís de conducció de la classe A2, A1 o A. ;2.1 ; ;1250;625; 
No tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant permís de conducció de la classe B i B+E ;2.1 ; ;1500;750; 
No tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant permís de conducció de la classe  C1, C1+E, C i C+E. ;2.1 ; ;2800;1400; 
No tenir concertada l’assegurança obligatòria de responsabilitat civil, el vehicle ressenyat, la conducció del qual s’autoritza mitjançant permís de conducció de la classe D1, D1+E, D i D+E ;2.1 ; ;2800;1400; 
