77,5;Pescar amb canya fora de les zones i horaris establerts;L;100;350;750
77,6;No respectar l’horari o les normes establertes per l’ús de les instal•lacions i edificis públics;L;100;350;750
77,7;No respectar l’horari o les normes establertes per l’ús de les instal•lacions i edificis públics;L;100;350;750
77,8;Accedir a les instal•lacions públiques amb animals;L;100;350;750
77,9;Incomplir l’ordre de manteniment de jardins i solars privats i façanes visibles des de la via pública;L;100;350;750
77,1;Incomplir l’ordre de neteja i salubritat de tot tipus d’immobles;L;100;350;750
77,11;Utilitzar o ocupar la via pública sense la corresponent autorització;L;100;350;750
77,12;Dipositar objectes a la via pública sense permís;L;100;350;750
77,13;Reposar incorrectament els elements de la via pública afectats, desprès d'efectuar obres.;L;100;350;750
77,14;Realitzar a finestres i balcons d’activitats prohibides per aquesta ordenança;L;100;350;750
77,15;Regar les plantes fora de l’horari autoritzat o sense la deguda precaució;L;100;350;750
77,16;Estendre la roba en lloc visible de la via pública;L;100;350;750
77,17;No respectar el descans del veïnat;L;100;350;750
77,18;Tirar papers o deixalles fora de les papereres i embrutar la via pública de qualsevol altra manera;L;100;350;750
77,19;Fer treballs o activitats, sense autorització, a la via pública o el mobiliari urbà;L;100;350;750
77,2;Col—locar cartells o propaganda fora dels llocs habilitats a tal efecte i a l'arbrat públic;L;100;350;750
77,21;Posar pancartes a l’enllumenat públic o altres elements urbans;L;100;350;750
77,22;Produir sorolls que pertorbin el descans veïnal;L;100;350;750
77,23;No respectar l’horari, ni l’ordre establert als espectacles públics;L;100;350;750
77,24;Dipositar residus fora dels llocs determinats (contenidors, papereres, deixalleria);L;100;350;750
77,25;No dipositar els residus domèstics dins els contenidors de manera selectiva i/o fora de l’horari establert;L;100;350;750
77,26;Triar i seleccionar residus dipositats a la via pública, inclosos els que es troben dins dels contenidors;L;100;350;750
77,27;No retirar els contenidors o sacs de runa en el temps establert a la llicència o que no es disposi de llicència;L;100;350;750
77,28;No deixar neta de runes o residus la zona on estaven situats els contenidors o sacs de runes, o la zona on s’havien estat efectuant treballs o activitats;L;100;350;750
77,29;Moure o desplaçar contenidors sota qualsevol concepte;L;100;350;750
77,3;Abocar animals morts o restes d’animals a la via pública, canals, entorn natural o agrícola;L;100;350;750
77,31;L’abandonar hams, sedals i altres residus a la sorra de les platges del municipi;L;100;350;750
77,32;No recollir les deposicions dels animals, excepte els gossos pigalls;L;100;350;750
77,33;Permetre que els animals domèstics efectuïn les seves miccions en les voreres, les façanes dels edificis i en el mobiliari urbà;L;100;350;750
77,34;Pescar en els estanys i basses situats als parcs i jardins;L;100;350;750
77,35;Practicar la mendicitat;L;100;350;750
77,36;Efectuar necessitats fisiològiques a la via pública (defecar);L;100;350;750
77,37;Efectuar necessitats fisiològiques a la via pública (miccionar);L;100;350;750
77,38;Efectuar necessitats fisiològiques a la via pública (escopir);L;100;350;750
77,39;Rentar i reparar qualsevol tipus de vehicles a la via pública;L;100;350;750
77,4;Produir sorolls originats per les acceleracions brusques i estridents, així com els originats per l’excessiu volum dels equips musicals, a qualsevol hora del dia;L;100;350;750
77,41;Utilitzar megàfons de propaganda sense autorització municipal;L;100;350;750
77,42;Consumir alcohol en via pública;L;100;350;750
77,43;Circular i romandre amb gossos als espais naturals protegits;L;100;350;750
77,44;Envair la sorra de la platja amb qualsevol vehicle a motor, excepte els degudament autoritzats;L;100;350;750
77,45;Abocar aigües residuals als escocells dels arbres de la via pública;L;100;350;750
77,46;Abocar mobles, trastos vells i electrodomèstics a la via pública, camins, canals, espais naturals o agrícoles, ocupant un espai de fins  a 3 m²;L;100;350;750
77,47;Utilitzar injustificadament els sistemes d'alarma o emergència;L;100;350;750
77,48;Col•locar contenidors o sacs de runa sense permís municipal;L;100;350;750
77,49;Accedir amb vehicles a motor als parcs públics o parcs naturals, a les platges o als espais naturals;L;100;350;750
77,5;Fer barbacoes fora dels llocs autoritzats a l’efecte o sense prendre les degudes precaucions;L;100;350;750
77,51;Danyar o maltractar qualsevol element del mobiliari urbà i contenidors de recollida de residus;L;100;350;750
77,52;Danyar o maltractar l'arbrat, jardins i d'altres elements de la via pública o espais públics en general;L;100;350;750
77,53;"Realitzar ""graffitis"" i pintades sense autorització";L;100;350;750
77,54;Mancar el respecte i tenir conductes d' insolidaritat envers altres persones;L;100;350;750
77,55;Mantenir una conducta no respectuosa i/o incorrecta amb els agents de l'autoritat;L;100;350;750
77,56;Alterar el descans veïnal;L;100;350;750
77,57;No evitar actes incívics dels clients, per part dels titulars dels diferents establiments;L;100;350;750
77,58;Trepitjar les àrees delimitades com a protegides,en especial en épocas de cria;L;100;350;750
77,59;Les conductes assenyalades com a prohibides en la present Ordenança i que no estiguin tipificades com a infraccions greus o molt greus;L;100;350;750
